line_item_usage_account_id,Product_region_code,line_item_usage_type,pricing_unit,Month,product_servicename,line_item_usage_type,Usage,Cost
Account4,,EU-DataTransfer-In-Bytes,GB,1,AWS Data Transfer,EU-DataTransfer-In-Bytes,0.0698059,0.000000
Account6,,EUW2-EUW3-AWS-Out-Bytes,GB,4,AWS Data Transfer,EUW2-EUW3-AWS-Out-Bytes,5.74E-05,0.000001
Account2,,EU-APS2-AWS-In-Bytes,GB,4,AWS Data Transfer,EU-APS2-AWS-In-Bytes,0.022764673,0.000000
Account4,ap-northeast-2,APN2-TimedStorage-ByteHrs,GB-Mo,4,AmazonCloudWatch,APN2-TimedStorage-ByteHrs,0.002106795,0.000066
Account6,us-east-2,USE2-Lambda-GB-Second-ARM,Lambda-GB-Second,1,AWS Lambda,USE2-Lambda-GB-Second-ARM,32.52887867,0.000413
Account6,ap-northeast-2,APN2-FreeEventsRecorded,Events,2,AWS CloudTrail,APN2-FreeEventsRecorded,90044,0.000000
Account5,eu-west-1,EU-CW:AlarmMonitorUsage,Alarms,2,AmazonCloudWatch,EU-CW:AlarmMonitorUsage,82.60763892,8.260764
Account2,ca-central-1,CAN1-Requests-Tier1,Requests,4,Amazon Simple Queue Service,CAN1-Requests-Tier1,30,0.000012
Account1,sa-east-1,SAE1-Requests-Tier1,Requests,4,Amazon Simple Notification Service,SAE1-Requests-Tier1,90,0.000000
Account4,us-east-2,USE2-TimedStorage-ByteHrs,GB-Mo,4,AmazonCloudWatch,USE2-TimedStorage-ByteHrs,0.001983642,0.000060
Account4,us-east-1,CW:Requests,Requests,2,AmazonCloudWatch,CW:Requests,41834,0.366580
Account6,ap-northeast-3,APN3-CW:AlarmMonitorUsage,Alarms,1,AmazonCloudWatch,APN3-CW:AlarmMonitorUsage,0.999999984,0.100000
Account1,eu-west-2,EUW2-Catalog-Request,Request,2,AWS Glue,EUW2-Catalog-Request,190,0.000190
Account2,,APN1-DataTransfer-Out-Bytes,GB,2,AWS Data Transfer,APN1-DataTransfer-Out-Bytes,3.93E-06,0.000000
Account6,eu-central-1,EUC1-ConfigRuleEvaluations,ConfigRuleEvaluations,2,AWS Config,EUC1-ConfigRuleEvaluations,801,0.667400
Account5,,APS2-DataTransfer-In-Bytes,GB,2,AWS Data Transfer,APS2-DataTransfer-In-Bytes,7.86E-05,0.000000
Account1,,EUW2-EUC1-AWS-In-Bytes,GB,2,AWS Data Transfer,EUW2-EUC1-AWS-In-Bytes,7.87E-05,0.000000
Account4,,CAN1-EUC1-AWS-In-Bytes,GB,2,AWS Data Transfer,CAN1-EUC1-AWS-In-Bytes,8.17E-05,0.000000
Account3,ap-northeast-1,APN1-Catalog-Request,Request,1,AWS Glue,APN1-Catalog-Request,256,0.000000
Account5,ap-southeast-2,APS2-Requests-Tier1,Requests,1,Amazon Simple Notification Service,APS2-Requests-Tier1,346,0.000000
Account2,eu-west-2,EUW2-Lambda-Standard-free-metering,Hourly,1,Amazon Inspector,EUW2-Lambda-Standard-free-metering,28,0.000000
Account3,eu-west-1,EU-DeliveryAttempts-LAMBDA,Notifications,1,Amazon Simple Notification Service,EU-DeliveryAttempts-LAMBDA,6198,0.000000
Account5,ca-central-1,CAN1-Requests-Tier1,Requests,3,Amazon Simple Queue Service,CAN1-Requests-Tier1,31,0.000012
Account4,ap-south-1,ap-south-1-KMS-Requests,Requests,3,AWS Key Management Service,ap-south-1-KMS-Requests,124,0.000372
Account6,eu-west-1,EU-TagStorage-TagHrs,Tag-Mo,4,Amazon Simple Storage Service,EU-TagStorage-TagHrs,8.60E+07,86.039257
Account6,,CAN1-DataTransfer-In-Bytes,GB,1,AWS Data Transfer,CAN1-DataTransfer-In-Bytes,1.04E-04,0.000000
Account2,,EUW2-DataTransfer-Out-Bytes,GB,1,AWS Data Transfer,EUW2-DataTransfer-Out-Bytes,3.87E-05,0.000003
Account6,eu-west-1,EU-DeliveryAttempts-SMTP,Notifications,2,Amazon Simple Notification Service,EU-DeliveryAttempts-SMTP,114,0.002280
Account4,ap-northeast-1,APN1-Requests-Tier1,Requests,3,Amazon Simple Notification Service,APN1-Requests-Tier1,103,0.000000
Account1,ap-south-1,APS3-Catalog-Request,Request,2,AWS Glue,APS3-Catalog-Request,189,0.000000
Account5,eu-west-3,EUW3-SC-API-Calls,API Calls,1,AWS Service Catalog,EUW3-SC-API-Calls,59,0.040600
Account3,us-west-2,us-west-2-KMS-Requests,Requests,3,AWS Key Management Service,us-west-2-KMS-Requests,124,0.000372
Account6,eu-west-1,EU-TimedStorage-INT-AIA-ByteHrs,GB-Mo,1,Amazon Simple Storage Service,EU-TimedStorage-INT-AIA-ByteHrs,90762.47344,363.049894
Account5,eu-north-1,EUN1-SC-API-Calls,API Calls,1,AWS Service Catalog,EUN1-SC-API-Calls,59,0.040600
Account3,ap-southeast-1,APS1-SC-API-Calls,API Calls,2,AWS Service Catalog,APS1-SC-API-Calls,10,0.004900
Account4,sa-east-1,SAE1-AWSSecretsManagerAPIRequest,API Requests,2,AWS Secrets Manager,SAE1-AWSSecretsManagerAPIRequest,73,0.000365
Account6,ap-northeast-2,APN2-Lambda-GB-Second-ARM,Lambda-GB-Second,2,AWS Lambda,APN2-Lambda-GB-Second-ARM,17.2205,0.000230
Account2,us-east-1,TimedStorage-ByteHrs,GB-Mo,1,Amazon Simple Storage Service,TimedStorage-ByteHrs,0.228662063,0.005259
Account5,us-east-1,USE1-Catalog-Request,Request,3,AWS Glue,USE1-Catalog-Request,35,0.000035
Account3,eu-west-2,EUW2-ConfigurationItemRecorded,EUW2-ConfigurationItemRecorded,1,AWS Config,EUW2-ConfigurationItemRecorded,131,0.393000
Account1,ap-northeast-2,APN2-ConfigurationItemRecorded,APN2-ConfigurationItemRecorded,3,AWS Config,APN2-ConfigurationItemRecorded,4,0.012000
Account1,us-west-1,USW1-ConfigurationItemRecorded,USW1-ConfigurationItemRecorded,1,AWS Config,USW1-ConfigurationItemRecorded,2,0.006000
Account3,us-east-1,USE1-Event-64K-Chunks,64K-Chunks,3,CloudWatch Events,USE1-Event-64K-Chunks,129,0.000129
Account3,eu-west-1,EU-VpcEndpoint-Hours,Hrs,4,Amazon Virtual Private Cloud,EU-VpcEndpoint-Hours,182592,2008.512000
Account6,eu-west-1,EU-EC2-Scanning-agentless,Instance-hrs,4,Amazon Inspector,EU-EC2-Scanning-agentless,28597.12707,69.491019
Account4,,EU-APS2-AWS-Out-Bytes,GB,4,AWS Data Transfer,EU-APS2-AWS-Out-Bytes,0.004507688,0.000091
Account1,ca-central-1,CAN1-PaidEventsAnalyzed,Events,4,Amazon GuardDuty,CAN1-PaidEventsAnalyzed,32814,0.150944
Account6,eu-west-1,EU-ConfigurationItemRecorded,EU-ConfigurationItemRecorded,4,AWS Config,EU-ConfigurationItemRecorded,202541,607.623000
Account1,,EU-EUW2-AWS-In-Bytes,GB,4,AWS Data Transfer,EU-EUW2-AWS-In-Bytes,0.041255054,0.000000
Account2,,EU-USE1-AWS-In-Bytes,GB,4,AWS Data Transfer,EU-USE1-AWS-In-Bytes,0.082822816,0.000000
Account1,eu-west-1,EU-CW:AlarmMonitorUsage,Alarms,4,AmazonCloudWatch,EU-CW:AlarmMonitorUsage,1808.13831,180.813831
Account5,ca-central-1,CAN1-Requests-Tier1,Requests,4,Amazon Simple Queue Service,CAN1-Requests-Tier1,30,0.000012
Account6,,EUC1-APN1-AWS-Out-Bytes,GB,4,AWS Data Transfer,EUC1-APN1-AWS-Out-Bytes,5.87E-05,0.000001
Account6,,EUW2-USW2-AWS-Out-Bytes,GB,4,AWS Data Transfer,EUW2-USW2-AWS-Out-Bytes,5.74E-05,0.000001
Account1,eu-west-1,EU-AWSSecretsManager-APIRequests,API Requests,1,AWS Secrets Manager,EU-AWSSecretsManager-APIRequests,1.72E+07,85.830485
Account6,,EU-APN3-AWS-Out-Bytes,GB,1,AWS Data Transfer,EU-APN3-AWS-Out-Bytes,0.003107759,0.000063
Account2,,EU-APN3-AWS-Out-Bytes,GB,1,AWS Data Transfer,EU-APN3-AWS-Out-Bytes,0.007612735,0.000152
Account4,eu-central-1,EUC1-Requests-Tier2,Requests,1,Amazon Simple Storage Service,EUC1-Requests-Tier2,171321,0.073668
Account1,,USE1-EUC1-AWS-Out-Bytes,GB,1,AWS Data Transfer,USE1-EUC1-AWS-Out-Bytes,0.25959078,0.005192
Account2,ap-northeast-3,APN3-AWSSecretsManagerAPIRequest,API Requests,1,AWS Secrets Manager,APN3-AWSSecretsManagerAPIRequest,84,0.000420
Account4,eu-west-1,EU-Airflow-LargeEnvironment,Hrs,1,Amazon Managed Workflows for Apache Airflow,EU-Airflow-LargeEnvironment,743.6959964,736.259036
Account6,eu-west-1,EU-RDS:ProxyUsage,Hrs,1,Amazon Relational Database Service,EU-RDS:ProxyUsage,5951.998889,95.231982
Account2,,EU-APN1-AWS-Out-Bytes,GB,1,AWS Data Transfer,EU-APN1-AWS-Out-Bytes,0.017330228,0.000347
Account3,,USE1-CAN1-AWS-Out-Bytes,GB,1,AWS Data Transfer,USE1-CAN1-AWS-Out-Bytes,0.002456379,0.000049
Account2,ap-northeast-1,APN1-PaidEventsRecorded,Events,1,AWS CloudTrail,APN1-PaidEventsRecorded,290533,5.810660
Account6,,EU-DataTransfer-xAZ-In-Bytes,GB,3,AWS Data Transfer,EU-DataTransfer-xAZ-In-Bytes,1406.69408,0.000000
Account1,us-west-1,USW1-FreeEventsRecorded,Events,3,AWS CloudTrail,USW1-FreeEventsRecorded,26569,0.000000
Account5,,USE1-EUC1-AWS-Out-Bytes,GB,3,AWS Data Transfer,USE1-EUC1-AWS-Out-Bytes,0.008648809,0.000173
Account1,us-east-1,USE1-PaidS3DataEventsAnalyzed,Events,3,Amazon GuardDuty,USE1-PaidS3DataEventsAnalyzed,11749,0.009399
Account4,,USE1-EUW3-AWS-Out-Bytes,GB,3,AWS Data Transfer,USE1-EUW3-AWS-Out-Bytes,0.003085331,0.000062
Account5,,USE1-APS2-AWS-Out-Bytes,GB,3,AWS Data Transfer,USE1-APS2-AWS-Out-Bytes,0.006491555,0.000130
Account2,eu-west-1,EU-EC2-Scanning,Instance-hrs,3,Amazon Inspector,EU-EC2-Scanning,2992.592246,5.207111
Account4,,EUC1-USW2-AWS-Out-Bytes,GB,3,AWS Data Transfer,EUC1-USW2-AWS-Out-Bytes,6.06E-05,0.000001
Account6,ap-northeast-1,APN1-FreeEventsRecorded,Events,3,AWS CloudTrail,APN1-FreeEventsRecorded,34859,0.000000
Account5,us-west-2,USW2-PaidEventsRecorded,Events,3,AWS CloudTrail,USW2-PaidEventsRecorded,38045,0.760900
Account5,eu-west-1,EU-Studio:KernelGateway-ml.t3.medium,Hrs,3,Amazon SageMaker,EU-Studio:KernelGateway-ml.t3.medium,1487.852384,81.831881
Account3,eu-west-2,EUW2-Requests-Tier1,Requests,3,Amazon Simple Notification Service,EUW2-Requests-Tier1,621,0.000099
Account1,eu-west-3,EUW3-CW:AlarmMonitorUsage,Alarms,3,AmazonCloudWatch,EUW3-CW:AlarmMonitorUsage,0.999999984,0.100000
Account5,eu-west-2,EUW2-Request-ARM,Requests,3,AWS Lambda,EUW2-Request-ARM,1158,0.000232
Account5,,EU-EUW2-S3RTC-In-Bytes,GB,3,Amazon Simple Storage Service,EU-EUW2-S3RTC-In-Bytes,0.002387315,0.000000
Account6,eu-west-1,EU-EC2-Scanning,Instance-hrs,2,Amazon Inspector,EU-EC2-Scanning,85906.45026,149.477224
Account3,eu-west-1,EU-DataProcessing-Bytes,GB,2,AmazonCloudWatch,EU-DataProcessing-Bytes,189.9642964,108.279649
Account6,,EU-USW2-AWS-Out-Bytes,GB,2,AWS Data Transfer,EU-USW2-AWS-Out-Bytes,0.003322291,0.000067
Account5,us-east-1,Requests-Tier2,Requests,2,Amazon Simple Storage Service,Requests-Tier2,354759,0.141904
Account5,ap-northeast-3,APN3-Requests-Tier1,Requests,2,Amazon Simple Notification Service,APN3-Requests-Tier1,268,0.000000
Account1,us-east-1,USE1-PaidS3DataEventsAnalyzed,Events,2,Amazon GuardDuty,USE1-PaidS3DataEventsAnalyzed,14126,0.011301
Account5,eu-west-1,EU-Notebk:ml.t3.medium,Hrs,2,Amazon SageMaker,EU-Notebk:ml.t3.medium,696,38.280000
Account3,eu-west-1,EU-S3-Egress-Bytes,GB,2,AmazonCloudWatch,EU-S3-Egress-Bytes,826.7460052,173.322565
Account3,,EU-EUC1-AWS-In-Bytes,GB,2,AWS Data Transfer,EU-EUC1-AWS-In-Bytes,0.062393418,0.000000
Account6,eu-west-1,EU-TimedStorage-ByteHrs,GB-Mo,2,AmazonCloudWatch,EU-TimedStorage-ByteHrs,260.7454792,7.822364
Account2,eu-north-1,EUN1-CW:AlarmMonitorUsage,Alarms,1,AmazonCloudWatch,EUN1-CW:AlarmMonitorUsage,0.999999984,0.100000
Account5,us-east-1,Requests-Tier1,Requests,1,Amazon Simple Notification Service,Requests-Tier1,1627,0.000000
Account5,eu-west-2,EUW2-PaidComplianceCheck,Security Checks,1,AWS Security Hub,EUW2-PaidComplianceCheck,2622,0.305460
Account3,,EUN1-EUC1-AWS-Out-Bytes,GB,1,AWS Data Transfer,EUN1-EUC1-AWS-Out-Bytes,5.91E-05,0.000001
Account1,ap-northeast-2,APN2-FreeEventsRecorded,Events,1,AWS CloudTrail,APN2-FreeEventsRecorded,308008,0.000000
Account6,eu-central-1,EUC1-Lambda-Standard-Scanning-free-trial,Hourly,1,Amazon Inspector,EUC1-Lambda-Standard-Scanning-free-trial,2520.066963,0.000000
Account6,ap-northeast-2,ap-northeast-2-KMS-Requests,Requests,2,AWS Key Management Service,ap-northeast-2-KMS-Requests,655,0.001965
Account2,eu-west-1,EU-ETDataAccess-Bytes,GB,2,Amazon Elastic File System,EU-ETDataAccess-Bytes,89.93013287,5.110465
Account6,eu-west-3,EUW3-CW:AlarmMonitorUsage,Alarms,2,AmazonCloudWatch,EUW3-CW:AlarmMonitorUsage,0.999999994,0.100000
Account3,,EUC1-USE2-AWS-Out-Bytes,GB,2,AWS Data Transfer,EUC1-USE2-AWS-Out-Bytes,5.67E-05,0.000001
Account3,,EU-EqLD5-DataXfer-In:dc.3,GB,2,AWS Direct Connect,EU-EqLD5-DataXfer-In:dc.3,0.248342791,0.000000
Account4,ap-northeast-1,APN1-Requests-Tier1,Requests,2,Amazon Simple Queue Service,APN1-Requests-Tier1,99,0.000040
Account3,ap-northeast-3,ap-northeast-3-KMS-Requests,Requests,2,AWS Key Management Service,ap-northeast-3-KMS-Requests,605,0.001815
Account1,us-east-1,Requests-FIFO-RBP,Requests,3,Amazon Simple Queue Service,Requests-FIFO-RBP,166704,0.083352
Account3,eu-north-1,EUN1-Catalog-Request,Request,1,AWS Glue,EUN1-Catalog-Request,254,0.000254
Account3,eu-west-2,EUW2-Requests-FIFO-Tier1,Requests,1,Amazon Simple Queue Service,EUW2-Requests-FIFO-Tier1,267519,0.133759
Account3,eu-west-1,EU-ReadRequestUnits,ReadRequestUnits,4,Amazon DynamoDB,EU-ReadRequestUnits,98.5,0.000028
Account2,eu-central-1,EUC1-Requests-Tier1,Requests,4,Amazon Simple Notification Service,EUC1-Requests-Tier1,540,0.000000
Account2,eu-west-2,EUW2-PaidComplianceCheck,Security Checks,1,AWS Security Hub,EUW2-PaidComplianceCheck,2522,0.297660
Account4,us-east-1,USE1-TimedStorage-ByteHrs,GB-Mo,1,AmazonCloudWatch,USE1-TimedStorage-ByteHrs,0.005258968,0.000158
Account5,us-east-1,TimedStorage-ByteHrs,GB-Mo,1,Amazon Simple Storage Service,TimedStorage-ByteHrs,0.17875199,0.004111
Account6,eu-west-3,EUW3-ConfigRuleEvaluations,ConfigRuleEvaluations,3,AWS Config,EUW3-ConfigRuleEvaluations,31,0.031000
Account5,eu-central-1,EUC1-Event-64K-Chunks,64K-Chunks,3,CloudWatch Events,EUC1-Event-64K-Chunks,2773,0.002773
Account5,eu-west-3,EUW3-PaidEventsRecorded,Events,2,AWS CloudTrail,EUW3-PaidEventsRecorded,67492,1.349840
Account4,eu-west-1,EU-ConfigRuleEvaluations,ConfigRuleEvaluations,2,AWS Config,EU-ConfigRuleEvaluations,20281,10.140500
Account1,eu-central-1,EUC1-CW:Requests,Requests,4,AmazonCloudWatch,EUC1-CW:Requests,2548,0.025480
Account6,eu-west-1,EU-ConfigRuleEvaluations,ConfigRuleEvaluations,2,AWS Config,EU-ConfigRuleEvaluations,2192739,1096.369500
Account1,,APS3-DataTransfer-Out-Bytes,GB,2,AWS Data Transfer,APS3-DataTransfer-Out-Bytes,3.95E-06,0.000000
Account6,eu-west-1,EU-Inventory-ObjectsListed,Objects,4,Amazon Simple Storage Service,EU-Inventory-ObjectsListed,1.43E+09,3.564842
Account6,us-west-1,USW1-Request-ARM,Requests,2,AWS Lambda,USW1-Request-ARM,69,0.000014
Account3,ap-northeast-2,APN2-Requests-Tier1,Requests,2,Amazon Simple Queue Service,APN2-Requests-Tier1,93,0.000037
Account5,eu-west-1,EU-TimedBackupStorage-ByteHrs,GB-Month,2,Amazon DynamoDB,EU-TimedBackupStorage-ByteHrs,1.43E-04,0.000016
Account5,,APS3-DataTransfer-In-Bytes,GB,1,AWS Data Transfer,APS3-DataTransfer-In-Bytes,1.05E-04,0.000000
Account5,eu-west-3,eu-west-3-KMS-Requests,Requests,4,AWS Key Management Service,eu-west-3-KMS-Requests,120,0.000360
Account3,eu-central-1,EUC1-CW:Requests,Requests,3,AmazonCloudWatch,EUC1-CW:Requests,3118,0.031180
Account6,ap-northeast-1,APN1-Requests-Tier1,Requests,2,Amazon Simple Queue Service,APN1-Requests-Tier1,95,0.000038
Account6,,EUN1-EUC1-AWS-In-Bytes,GB,1,AWS Data Transfer,EUN1-EUC1-AWS-In-Bytes,9.77E-05,0.000000
Account2,ap-northeast-2,ap-northeast-2-KMS-Requests,Requests,4,AWS Key Management Service,ap-northeast-2-KMS-Requests,120,0.000360
Account3,eu-west-2,EUW2-Lambda-Standard-free-metering,Hourly,2,Amazon Inspector,EUW2-Lambda-Standard-free-metering,29,0.000000
Account2,ap-south-1,APS3-AWSSecretsManagerAPIRequest,API Requests,2,AWS Secrets Manager,APS3-AWSSecretsManagerAPIRequest,62,0.000310
Account2,,HostedZone,HostedZone,4,Amazon Route 53,HostedZone,10,1.000000
Account4,eu-west-1,EU-EC2-free-metering,Instance-hrs,4,Amazon Inspector,EU-EC2-free-metering,30,0.000000
Account5,,APS2-EUC1-AWS-In-Bytes,GB,2,AWS Data Transfer,APS2-EUC1-AWS-In-Bytes,8.19E-05,0.000000
Account2,ca-central-1,CAN1-Requests-Tier1,Requests,2,Amazon Simple Queue Service,CAN1-Requests-Tier1,90,0.000036
Account6,us-west-2,USW2-SC-API-Calls,API Calls,2,AWS Service Catalog,USW2-SC-API-Calls,10,0.005600
Account4,ap-northeast-2,APN2-Requests-Tier1,Requests,4,Amazon Simple Queue Service,APN2-Requests-Tier1,30,0.000012
Account6,eu-central-1,EUC1-OtherProduct:PaidFindingsIngestion,Finding Ingestion Events,4,AWS Security Hub,EUC1-OtherProduct:PaidFindingsIngestion,105,0.003150
Account2,us-east-1,USE1-OtherProduct:PaidFindingsIngestion,Finding Ingestion Events,4,AWS Security Hub,USE1-OtherProduct:PaidFindingsIngestion,23,0.000690
Account1,us-east-1,USE1-Lambda-Standard-free-metering,Hourly,3,Amazon Inspector,USE1-Lambda-Standard-free-metering,31,0.000000
Account4,,USE2-EUC1-AWS-In-Bytes,GB,1,AWS Data Transfer,USE2-EUC1-AWS-In-Bytes,1.05E-04,0.000000
Account4,,AWS-Auto-Steps-Tier1,Steps,3,AWS Systems Manager,AWS-Auto-Steps-Tier1,32,0.000000
Account1,eu-west-2,EUW2-Requests-Tier1,Requests,1,Amazon Simple Storage Service,EUW2-Requests-Tier1,20,0.000106
Account5,us-west-1,USW1-SC-API-Calls,API Calls,2,AWS Service Catalog,USW1-SC-API-Calls,11,0.005600
Account1,us-west-1,USW1-ConfigurationItemRecorded,USW1-ConfigurationItemRecorded,3,AWS Config,USW1-ConfigurationItemRecorded,6,0.018000
Account4,eu-central-1,EUC1-Requests-Tier1,Requests,4,Amazon Simple Storage Service,EUC1-Requests-Tier1,3,0.000016
Account1,eu-west-3,EUW3-ConfigurationItemRecorded,EUW3-ConfigurationItemRecorded,3,AWS Config,EUW3-ConfigurationItemRecorded,4,0.012000
Account1,,EU-EUW3-AWS-Out-Bytes,GB,4,AWS Data Transfer,EU-EUW3-AWS-Out-Bytes,0.006863142,0.000137
Account2,,USE1-APS3-AWS-Out-Bytes,GB,4,AWS Data Transfer,USE1-APS3-AWS-Out-Bytes,0.001618166,0.000032
Account1,,USE1-APN3-AWS-Out-Bytes,GB,4,AWS Data Transfer,USE1-APN3-AWS-Out-Bytes,0.001910847,0.000038
Account6,,EUC1-CAN1-AWS-Out-Bytes,GB,4,AWS Data Transfer,EUC1-CAN1-AWS-Out-Bytes,5.87E-05,0.000001
Account5,eu-west-2,eu-west-2-KMS-Requests,Requests,4,AWS Key Management Service,eu-west-2-KMS-Requests,1451,0.004353
Account4,,EU-USE2-AWS-In-Bytes,GB,4,AWS Data Transfer,EU-USE2-AWS-In-Bytes,0.01584408,0.000000
Account2,ap-south-1,APS3-FreeEventsRecorded,Events,4,AWS CloudTrail,APS3-FreeEventsRecorded,29249,0.000000
Account4,eu-west-1,EU-PaidEventsAnalyzed,Events,4,Amazon GuardDuty,EU-PaidEventsAnalyzed,1.77E+08,779.284088
Account1,eu-west-3,EUW3-Requests-Tier1,Requests,1,Amazon Simple Notification Service,EUW3-Requests-Tier1,352,0.000000
Account3,ap-south-1,APS3-FreeEventsRecorded,Events,1,AWS CloudTrail,APS3-FreeEventsRecorded,304317,0.000000
Account2,eu-central-1,EUC1-AWSSecretsManagerAPIRequest,API Requests,1,AWS Secrets Manager,EUC1-AWSSecretsManagerAPIRequest,239,0.001195
Account3,,EU-APS2-AWS-In-Bytes,GB,1,AWS Data Transfer,EU-APS2-AWS-In-Bytes,0.057308345,0.000000
Account3,eu-west-1,EU-Catalog-Storage,Obj-Month,1,AWS Glue,EU-Catalog-Storage,9.000000005,0.000090
Account4,eu-west-1,EU-TimedStorage-ByteHrs,GB-Mo,1,AmazonCloudWatch,EU-TimedStorage-ByteHrs,4454.689131,133.640674
Account6,,USE1-EUC1-AWS-Out-Bytes,GB,3,AWS Data Transfer,USE1-EUC1-AWS-Out-Bytes,0.009437837,0.000189
Account5,eu-west-2,EUW2-PaidEventsRecorded,Events,3,AWS CloudTrail,EUW2-PaidEventsRecorded,667599,13.351980
Account6,eu-central-1,EUC1-Requests-FIFO-Tier1,Requests,3,Amazon Simple Queue Service,EUC1-Requests-FIFO-Tier1,267302,0.133651
Account6,,EUW2-APN2-AWS-Out-Bytes,GB,3,AWS Data Transfer,EUW2-APN2-AWS-Out-Bytes,5.93E-05,0.000001
Account2,ap-northeast-3,APN3-FreeEventsRecorded,Events,3,AWS CloudTrail,APN3-FreeEventsRecorded,23705,0.000000
Account1,,USE1-APS1-AWS-Out-Bytes,GB,3,AWS Data Transfer,USE1-APS1-AWS-Out-Bytes,0.001926461,0.000039
Account3,eu-west-2,EUW2-SecurityHubProduct:FreeFindingsIngestion,Finding Ingestion Events,3,AWS Security Hub,EUW2-SecurityHubProduct:FreeFindingsIngestion,18174,0.000000
Account6,ap-northeast-2,APN2-FreeEventsRecorded,Events,3,AWS CloudTrail,APN2-FreeEventsRecorded,34313,0.000000
Account3,,EU-APN2-AWS-Out-Bytes,GB,2,AWS Data Transfer,EU-APN2-AWS-Out-Bytes,0.004745358,0.000095
Account4,eu-north-1,EUN1-PaidEventsAnalyzed,Events,2,Amazon GuardDuty,EUN1-PaidEventsAnalyzed,124023,0.520897
Account3,ap-southeast-1,APS1-FreeEventsRecorded,Events,1,AWS CloudTrail,APS1-FreeEventsRecorded,304143,0.000000
Account1,us-west-1,USW1-PaidEventsRecorded,Events,1,AWS CloudTrail,USW1-PaidEventsRecorded,291356,5.827120
Account6,us-west-2,USW2-CW:AlarmMonitorUsage,Alarms,1,AmazonCloudWatch,USW2-CW:AlarmMonitorUsage,0.999999984,0.100000
Account4,ca-central-1,CAN1-TimedStorage-ByteHrs,GB-Mo,3,AmazonCloudWatch,CAN1-TimedStorage-ByteHrs,0.001961041,0.000065
Account3,ca-central-1,ca-central-1-KMS-Requests,Requests,3,AWS Key Management Service,ca-central-1-KMS-Requests,124,0.000372
Account4,eu-central-1,EUC1-PaidComplianceCheck,Security Checks,3,AWS Security Hub,EUC1-PaidComplianceCheck,2046,0.262120
Account2,,EU-IATimedStorage-ET-ByteHrs,,3,,EU-IATimedStorage-ET-ByteHrs,0,0.000000
Account6,eu-west-3,EUW3-TimedStorage-ByteHrs,GB-Mo,1,AmazonCloudWatch,EUW3-TimedStorage-ByteHrs,0.018305481,0.000577
Account4,eu-central-1,EUC1-SecurityHubProduct:FreeFindingsIngestion,Finding Ingestion Events,1,AWS Security Hub,EUC1-SecurityHubProduct:FreeFindingsIngestion,19320,0.000000
Account1,ap-northeast-1,APN1-TimedStorage-ByteHrs,GB-Mo,4,AmazonCloudWatch,APN1-TimedStorage-ByteHrs,0.001952703,0.000064
Account6,,EU-APN1-AWS-In-Bytes,GB,4,AWS Data Transfer,EU-APN1-AWS-In-Bytes,0.014682562,0.000000
Account4,eu-north-1,EUN1-TimedStorage-ByteHrs,GB-Mo,4,AmazonCloudWatch,EUN1-TimedStorage-ByteHrs,0.002024145,0.000057
Account4,us-east-2,USE2-Requests-Tier1,Requests,1,Amazon Simple Notification Service,USE2-Requests-Tier1,361,0.000000
Account5,ap-northeast-2,APN2-Requests-Tier1,Requests,3,Amazon Simple Notification Service,APN2-Requests-Tier1,144,0.000000
Account2,ap-northeast-3,APN3-FreeEventsRecorded,Events,2,AWS CloudTrail,APN3-FreeEventsRecorded,56369,0.000000
Account6,us-east-1,us-east-1-KMS-Keys,Keys,2,AWS Key Management Service,us-east-1-KMS-Keys,0.999999994,1.000000
Account6,eu-west-1,EU-FreeFindingsIngestion-CrossRegion,Finding Ingestion Events,2,AWS Security Hub,EU-FreeFindingsIngestion-CrossRegion,47383,0.000000
Account2,eu-west-1,EU-FreeEventsRecorded,Events,2,AWS CloudTrail,EU-FreeEventsRecorded,1.06E+08,0.000000
Account4,us-west-2,us-west-2-KMS-Requests,Requests,2,AWS Key Management Service,us-west-2-KMS-Requests,904,0.002712
Account6,us-west-1,USW1-ConfigRuleEvaluations,ConfigRuleEvaluations,2,AWS Config,USW1-ConfigRuleEvaluations,95,0.095000
Account6,sa-east-1,SAE1-Catalog-Request,Request,2,AWS Glue,SAE1-Catalog-Request,184,0.000184
Account3,sa-east-1,SAE1-Requests-Tier1,Requests,2,Amazon Simple Notification Service,SAE1-Requests-Tier1,265,0.000000
Account4,,DashboardsUsageHour-Basic,Dashboards,2,AmazonCloudWatch,DashboardsUsageHour-Basic,55.25862068,165.775862
Account4,eu-west-3,EUW3-CW:AlarmMonitorUsage,Alarms,2,AmazonCloudWatch,EUW3-CW:AlarmMonitorUsage,0.999999994,0.100000
Account4,,APS1-DataTransfer-Out-Bytes,GB,1,AWS Data Transfer,APS1-DataTransfer-Out-Bytes,6.31E-06,0.000000
Account6,eu-west-2,EUW2-Event-64K-Chunks,64K-Chunks,1,CloudWatch Events,EUW2-Event-64K-Chunks,1000,0.001000
Account6,eu-central-1,EUC1-Event-64K-Chunks,64K-Chunks,1,CloudWatch Events,EUC1-Event-64K-Chunks,980,0.000980
Account6,eu-west-1,EU-AWSSecretsManager-Secrets,Secrets,1,AWS Secrets Manager,EU-AWSSecretsManager-Secrets,13.02150539,5.208602
